"date","time","load_act"
"20210218","0900","19"
"20210218","1000","21"
"20210218","1100","23"
"20210218","1200","25"
"20210218","1300","24"
"20210218","1400","25"
"20210218","1500","26"
"20210218","1600","28"
"20210218","1700","28"
"20210218","1800","28"
"20210218","1900","29"
"20210218","2000","28"
"20210218","2100","27"
"20210218","2200","28"
"20210218","2300","26"
"20210219","0000","25"
"20210219","0100","26"
"20210219","0200","24"
"20210219","0300","24"
"20210219","0400","22"
"20210219","0500","24"
"20210219","0600","23"
"20210219","0700","22"
"20210219","0800","21"
"20210219","0900","21"
"20210219","1000","21"
"20210219","1100","20"
"20210219","1200","20"
"20210219","1300","20"
"20210219","1400","19"
"20210219","1500","19"
"20210219","1600","19"
"20210219","1700","17"
"20210219","1800","16"
"20210219","1900","15"
"20210219","2000","14"
"20210219","2100","15"
"20210219","2200","16"
"20210219","2300","16"
"20210220","0000","15"
"20210220","0100","15"
"20210220","0200","16"
"20210220","0300","17"
"20210220","0400","16"
"20210220","0500","16"
"20210220","0600","16"
"20210220","0700","14"
"20210220","0800","13"
"20210220","0900","13"
"20210220","1000","15"
"20210220","1100","17"
"20210220","1200","21"
"20210220","1300","19"
"20210220","1400","20"
"20210220","1500","22"
"20210220","1600","25"
"20210220","1700","27"
"20210220","1800","28"
"20210220","1900","28"
"20210220","2000","29"
"20210220","2100","29"
"20210220","2200","30"
"20210220","2300","30"
"20210221","0000","28"
"20210221","0100","27"
"20210221","0200","25"
"20210221","0300","23"
"20210221","0400","23"
"20210221","0500","22"
"20210221","0600","20"
"20210221","0700","19"
"20210221","0800","17"
"20210221","0900","18"
"20210221","1000","18"
"20210221","1100","18"
"20210221","1200","18"
"20210221","1300","17"
"20210221","1400","16"
"20210221","1500","16"
"20210221","1600","18"
"20210221","1700","20"
"20210221","1800","21"
"20210221","1900","21"
"20210221","2000","19"
"20210221","2100","17"
"20210221","2200","18"
"20210221","2300","17"
"20210222","0000","14"
"20210222","0100","14"
"20210222","0200","15"
"20210222","0300","17"
"20210222","0400","16"
"20210222","0500","15"
"20210222","0600","15"
"20210222","0700","14"
"20210222","0800","11"
"20210222","0900","12"
"20210222","1000","14"
"20210222","1100","16"
"20210222","1200","15"
"20210222","1300","15"
"20210222","1400","15"
"20210222","1500","15"
"20210222","1600","17"
"20210222","1700","18"
"20210222","1800","19"
